Etapa,Componente Curricular,Descritor,Descrição da Habilidade ,Ciclos,Habilidades,Município,Previstos,Avaliados,Participação,Defasagem,Aprendizado intermediário,Aprendizado adequado,Acerto Total,Percentual de acertos
3 ANO,MATEMÁTICA,3EF03_M,"Identificar a ordem ocupada por um algarismo ou o algarismo que ocupa uma determinada ordem, em um número natural formado por até quatro algarismos.",3,H 02,PACATUBA,1006.0,900.0,89,30,29,40,65,62.0
3 ANO,MATEMÁTICA,3EF04_M,Identificar o valor posicional de um algarismo em um número natural formado por até quatro algarismos.,3,H 03,AQUIRAZ,1358.0,0.0,0,0,0,0,0,
3 ANO,MATEMÁTICA,3EF04_M,Identificar o valor posicional de um algarismo em um número natural formado por até quatro algarismos.,3,H 03,CAUCAIA,4425.0,0.0,0,0,0,0,0,
3 ANO,MATEMÁTICA,3EF04_M,Identificar o valor posicional de um algarismo em um número natural formado por até quatro algarismos.,3,H 03,EUSEBIO,1131.0,1059.0,94,18,24,58,74,67.0
3 ANO,MATEMÁTICA,3EF04_M,Identificar o valor posicional de um algarismo em um número natural formado por até quatro algarismos.,3,H 03,GUAIUBA,312.0,264.0,85,28,28,44,66,59.0
3 ANO,MATEMÁTICA,3EF04_M,Identificar o valor posicional de um algarismo em um número natural formado por até quatro algarismos.,3,H 03,ITAITINGA,850.0,725.0,85,31,34,35,64,61.0
3 ANO,MATEMÁTICA,3EF04_M,Identificar o valor posicional de um algarismo em um número natural formado por até quatro algarismos.,3,H 03,MARACANAU,3215.0,2641.0,82,36,32,31,60,52.0
3 ANO,MATEMÁTICA,3EF04_M,Identificar o valor posicional de um algarismo em um número natural formado por até quatro algarismos.,3,H 03,MARANGUAPE,1237.0,1100.0,89,29,32,39,65,66.0
3 ANO,MATEMÁTICA,3EF04_M,Identificar o valor posicional de um algarismo em um número natural formado por até quatro algarismos.,3,H 03,PACATUBA,1006.0,900.0,89,30,29,40,65,56.0
3 ANO,MATEMÁTICA,3EF05_M,"Corresponder número natural, formado por até quatro algarismos, à sua escrita por extenso.",3,H 04,AQUIRAZ,1358.0,0.0,0,0,0,0,0,
3 ANO,MATEMÁTICA,3EF05_M,"Corresponder número natural, formado por até quatro algarismos, à sua escrita por extenso.",3,H 04,CAUCAIA,4425.0,0.0,0,0,0,0,0,
3 ANO,MATEMÁTICA,3EF05_M,"Corresponder número natural, formado por até quatro algarismos, à sua escrita por extenso.",3,H 04,EUSEBIO,1131.0,1059.0,94,18,24,58,74,85.0
3 ANO,MATEMÁTICA,3EF05_M,"Corresponder número natural, formado por até quatro algarismos, à sua escrita por extenso.",3,H 04,GUAIUBA,312.0,264.0,85,28,28,44,66,75.0
3 ANO,MATEMÁTICA,3EF05_M,"Corresponder número natural, formado por até quatro algarismos, à sua escrita por extenso.",3,H 04,ITAITINGA,850.0,725.0,85,31,34,35,64,76.0
3 ANO,MATEMÁTICA,3EF05_M,"Corresponder número natural, formado por até quatro algarismos, à sua escrita por extenso.",3,H 04,MARACANAU,3215.0,2641.0,82,36,32,31,60,75.0
3 ANO,MATEMÁTICA,3EF05_M,"Corresponder número natural, formado por até quatro algarismos, à sua escrita por extenso.",3,H 04,MARANGUAPE,1237.0,1100.0,89,29,32,39,65,84.0
3 ANO,MATEMÁTICA,3EF05_M,"Corresponder número natural, formado por até quatro algarismos, à sua escrita por extenso.",3,H 04,PACATUBA,1006.0,900.0,89,30,29,40,65,79.0
3 ANO,MATEMÁTICA,3EF06_M,Efetuar a operação de adição entre números naturais formados por até quatro algarismos.,3,H 05,AQUIRAZ,1358.0,0.0,0,0,0,0,0,
3 ANO,MATEMÁTICA,3EF06_M,Efetuar a operação de adição entre números naturais formados por até quatro algarismos.,3,H 05,CAUCAIA,4425.0,0.0,0,0,0,0,0,
3 ANO,MATEMÁTICA,3EF06_M,Efetuar a operação de adição entre números naturais formados por até quatro algarismos.,3,H 05,EUSEBIO,1131.0,1059.0,94,18,24,58,74,83.0
3 ANO,MATEMÁTICA,3EF06_M,Efetuar a operação de adição entre números naturais formados por até quatro algarismos.,3,H 05,GUAIUBA,312.0,264.0,85,28,28,44,66,72.0
3 ANO,MATEMÁTICA,3EF06_M,Efetuar a operação de adição entre números naturais formados por até quatro algarismos.,3,H 05,ITAITINGA,850.0,725.0,85,31,34,35,64,72.0
3 ANO,MATEMÁTICA,3EF06_M,Efetuar a operação de adição entre números naturais formados por até quatro algarismos.,3,H 05,MARACANAU,3215.0,2641.0,82,36,32,31,60,67.0
3 ANO,MATEMÁTICA,3EF06_M,Efetuar a operação de adição entre números naturais formados por até quatro algarismos.,3,H 05,MARANGUAPE,1237.0,1100.0,89,29,32,39,65,79.0
3 ANO,MATEMÁTICA,3EF06_M,Efetuar a operação de adição entre números naturais formados por até quatro algarismos.,3,H 05,PACATUBA,1006.0,900.0,89,30,29,40,65,71.0
3 ANO,MATEMÁTICA,3EF07_M,"Utilizar a operação de adição entre números naturais, formados por até quatro algarismos, envolvendo o significado de juntar ou de acrescentar, na resolução de problema.",3,H 06,AQUIRAZ,1358.0,0.0,0,0,0,0,0,
3 ANO,MATEMÁTICA,3EF07_M,"Utilizar a operação de adição entre números naturais, formados por até quatro algarismos, envolvendo o significado de juntar ou de acrescentar, na resolução de problema.",3,H 06,CAUCAIA,4425.0,0.0,0,0,0,0,0,
3 ANO,MATEMÁTICA,3EF07_M,"Utilizar a operação de adição entre números naturais, formados por até quatro algarismos, envolvendo o significado de juntar ou de acrescentar, na resolução de problema.",3,H 06,EUSEBIO,1131.0,1059.0,94,18,24,58,74,81.0
3 ANO,MATEMÁTICA,3EF07_M,"Utilizar a operação de adição entre números naturais, formados por até quatro algarismos, envolvendo o significado de juntar ou de acrescentar, na resolução de problema.",3,H 06,GUAIUBA,312.0,264.0,85,28,28,44,66,70.0
3 ANO,MATEMÁTICA,3EF07_M,"Utilizar a operação de adição entre números naturais, formados por até quatro algarismos, envolvendo o significado de juntar ou de acrescentar, na resolução de problema.",3,H 06,ITAITINGA,850.0,725.0,85,31,34,35,64,66.0
3 ANO,MATEMÁTICA,3EF07_M,"Utilizar a operação de adição entre números naturais, formados por até quatro algarismos, envolvendo o significado de juntar ou de acrescentar, na resolução de problema.",3,H 06,MARACANAU,3215.0,2641.0,82,36,32,31,60,65.0
3 ANO,MATEMÁTICA,3EF07_M,"Utilizar a operação de adição entre números naturais, formados por até quatro algarismos, envolvendo o significado de juntar ou de acrescentar, na resolução de problema.",3,H 06,MARANGUAPE,1237.0,1100.0,89,29,32,39,65,65.0
3 ANO,MATEMÁTICA,3EF07_M,"Utilizar a operação de adição entre números naturais, formados por até quatro algarismos, envolvendo o significado de juntar ou de acrescentar, na resolução de problema.",3,H 06,PACATUBA,1006.0,900.0,89,30,29,40,65,69.0
3 ANO,MATEMÁTICA,3EF08_M,Efetuar a operação de subtração entre números naturais formados por até quatro algarismos.,3,H 07,AQUIRAZ,1358.0,0.0,0,0,0,0,0,
3 ANO,MATEMÁTICA,3EF08_M,Efetuar a operação de subtração entre números naturais formados por até quatro algarismos.,3,H 07,CAUCAIA,4425.0,0.0,0,0,0,0,0,
3 ANO,MATEMÁTICA,3EF08_M,Efetuar a operação de subtração entre números naturais formados por até quatro algarismos.,3,H 07,EUSEBIO,1131.0,1059.0,94,18,24,58,74,
3 ANO,MATEMÁTICA,3EF08_M,Efetuar a operação de subtração entre números naturais formados por até quatro algarismos.,3,H 07,GUAIUBA,312.0,264.0,85,28,28,44,66,
3 ANO,MATEMÁTICA,3EF08_M,Efetuar a operação de subtração entre números naturais formados por até quatro algarismos.,3,H 07,ITAITINGA,850.0,725.0,85,31,34,35,64,43.0
3 ANO,MATEMÁTICA,3EF08_M,Efetuar a operação de subtração entre números naturais formados por até quatro algarismos.,3,H 07,MARACANAU,3215.0,2641.0,82,36,32,31,60,25.0
3 ANO,MATEMÁTICA,3EF08_M,Efetuar a operação de subtração entre números naturais formados por até quatro algarismos.,3,H 07,MARANGUAPE,1237.0,1100.0,89,29,32,39,65,50.0
3 ANO,MATEMÁTICA,3EF08_M,Efetuar a operação de subtração entre números naturais formados por até quatro algarismos.,3,H 07,PACATUBA,1006.0,900.0,89,30,29,40,65,100.0
3 ANO,MATEMÁTICA,3EF09_M,"Utilizar a operação de subtração entre números naturais, formados por até quatro algarismos, envolvendo o significado de separar, de retirar, de comparar ou de completar, na resolução de problema.",3,H 08,AQUIRAZ,1358.0,0.0,0,0,0,0,0,
3 ANO,MATEMÁTICA,3EF09_M,"Utilizar a operação de subtração entre números naturais, formados por até quatro algarismos, envolvendo o significado de separar, de retirar, de comparar ou de completar, na resolução de problema.",3,H 08,CAUCAIA,4425.0,0.0,0,0,0,0,0,
3 ANO,MATEMÁTICA,3EF09_M,"Utilizar a operação de subtração entre números naturais, formados por até quatro algarismos, envolvendo o significado de separar, de retirar, de comparar ou de completar, na resolução de problema.",3,H 08,EUSEBIO,1131.0,1059.0,94,18,24,58,74,52.0
3 ANO,MATEMÁTICA,3EF09_M,"Utilizar a operação de subtração entre números naturais, formados por até quatro algarismos, envolvendo o significado de separar, de retirar, de comparar ou de completar, na resolução de problema.",3,H 08,GUAIUBA,312.0,264.0,85,28,28,44,66,49.0
3 ANO,MATEMÁTICA,3EF09_M,"Utilizar a operação de subtração entre números naturais, formados por até quatro algarismos, envolvendo o significado de separar, de retirar, de comparar ou de completar, na resolução de problema.",3,H 08,ITAITINGA,850.0,725.0,85,31,34,35,64,39.0
3 ANO,MATEMÁTICA,3EF09_M,"Utilizar a operação de subtração entre números naturais, formados por até quatro algarismos, envolvendo o significado de separar, de retirar, de comparar ou de completar, na resolução de problema.",3,H 08,MARACANAU,3215.0,2641.0,82,36,32,31,60,41.0
3 ANO,MATEMÁTICA,3EF09_M,"Utilizar a operação de subtração entre números naturais, formados por até quatro algarismos, envolvendo o significado de separar, de retirar, de comparar ou de completar, na resolução de problema.",3,H 08,MARANGUAPE,1237.0,1100.0,89,29,32,39,65,31.0
3 ANO,MATEMÁTICA,3EF09_M,"Utilizar a operação de subtração entre números naturais, formados por até quatro algarismos, envolvendo o significado de separar, de retirar, de comparar ou de completar, na resolução de problema.",3,H 08,PACATUBA,1006.0,900.0,89,30,29,40,65,47.0
3 ANO,MATEMÁTICA,3EF10_M,"Utilizar a operação de multiplicação de um número natural, formado por até quatro algarismos, por 2, 3, 4, 5 ou 10, envolvendo o significado de adição de parcelas iguais ou de organização retangula...",3,H 09,AQUIRAZ,1358.0,0.0,0,0,0,0,0,
3 ANO,MATEMÁTICA,3EF10_M,"Utilizar a operação de multiplicação de um número natural, formado por até quatro algarismos, por 2, 3, 4, 5 ou 10, envolvendo o significado de adição de parcelas iguais ou de organização retangula...",3,H 09,CAUCAIA,4425.0,0.0,0,0,0,0,0,
3 ANO,MATEMÁTICA,3EF10_M,"Utilizar a operação de multiplicação de um número natural, formado por até quatro algarismos, por 2, 3, 4, 5 ou 10, envolvendo o significado de adição de parcelas iguais ou de organização retangula...",3,H 09,EUSEBIO,1131.0,1059.0,94,18,24,58,74,
3 ANO,MATEMÁTICA,3EF10_M,"Utilizar a operação de multiplicação de um número natural, formado por até quatro algarismos, por 2, 3, 4, 5 ou 10, envolvendo o significado de adição de parcelas iguais ou de organização retangula...",3,H 09,GUAIUBA,312.0,264.0,85,28,28,44,66,
3 ANO,MATEMÁTICA,3EF10_M,"Utilizar a operação de multiplicação de um número natural, formado por até quatro algarismos, por 2, 3, 4, 5 ou 10, envolvendo o significado de adição de parcelas iguais ou de organização retangula...",3,H 09,ITAITINGA,850.0,725.0,85,31,34,35,64,44.0
3 ANO,MATEMÁTICA,3EF10_M,"Utilizar a operação de multiplicação de um número natural, formado por até quatro algarismos, por 2, 3, 4, 5 ou 10, envolvendo o significado de adição de parcelas iguais ou de organização retangula...",3,H 09,MARACANAU,3215.0,2641.0,82,36,32,31,60,25.0
3 ANO,MATEMÁTICA,3EF10_M,"Utilizar a operação de multiplicação de um número natural, formado por até quatro algarismos, por 2, 3, 4, 5 ou 10, envolvendo o significado de adição de parcelas iguais ou de organização retangula...",3,H 09,MARANGUAPE,1237.0,1100.0,89,29,32,39,65,54.0
3 ANO,MATEMÁTICA,3EF10_M,"Utilizar a operação de multiplicação de um número natural, formado por até quatro algarismos, por 2, 3, 4, 5 ou 10, envolvendo o significado de adição de parcelas iguais ou de organização retangula...",3,H 09,PACATUBA,1006.0,900.0,89,30,29,40,65,0.0
3 ANO,MATEMÁTICA,3EF11_M,"Determinar termos ausentes em sequências de números naturais, formados por até quatro algarismos, resultantes de adições ou de subtrações sucessivas por um mesmo número.",3,H 10,AQUIRAZ,1358.0,0.0,0,0,0,0,0,
3 ANO,MATEMÁTICA,3EF11_M,"Determinar termos ausentes em sequências de números naturais, formados por até quatro algarismos, resultantes de adições ou de subtrações sucessivas por um mesmo número.",3,H 10,CAUCAIA,4425.0,0.0,0,0,0,0,0,
3 ANO,MATEMÁTICA,3EF11_M,"Determinar termos ausentes em sequências de números naturais, formados por até quatro algarismos, resultantes de adições ou de subtrações sucessivas por um mesmo número.",3,H 10,EUSEBIO,1131.0,1059.0,94,18,24,58,74,67.0
3 ANO,MATEMÁTICA,3EF11_M,"Determinar termos ausentes em sequências de números naturais, formados por até quatro algarismos, resultantes de adições ou de subtrações sucessivas por um mesmo número.",3,H 10,GUAIUBA,312.0,264.0,85,28,28,44,66,63.0
3 ANO,MATEMÁTICA,3EF11_M,"Determinar termos ausentes em sequências de números naturais, formados por até quatro algarismos, resultantes de adições ou de subtrações sucessivas por um mesmo número.",3,H 10,ITAITINGA,850.0,725.0,85,31,34,35,64,55.0
3 ANO,MATEMÁTICA,3EF11_M,"Determinar termos ausentes em sequências de números naturais, formados por até quatro algarismos, resultantes de adições ou de subtrações sucessivas por um mesmo número.",3,H 10,MARACANAU,3215.0,2641.0,82,36,32,31,60,56.0
3 ANO,MATEMÁTICA,3EF11_M,"Determinar termos ausentes em sequências de números naturais, formados por até quatro algarismos, resultantes de adições ou de subtrações sucessivas por um mesmo número.",3,H 10,MARANGUAPE,1237.0,1100.0,89,29,32,39,65,59.0
3 ANO,MATEMÁTICA,3EF11_M,"Determinar termos ausentes em sequências de números naturais, formados por até quatro algarismos, resultantes de adições ou de subtrações sucessivas por um mesmo número.",3,H 10,PACATUBA,1006.0,900.0,89,30,29,40,65,64.0
3 ANO,MATEMÁTICA,3EF12_M,"Interpretar movimentação de pessoas, animais ou objetos no espaço, considerando mais de um ponto de referência e noções de orientação, indicando sua posição após finalizada a movimentação.",3,H 11,AQUIRAZ,1358.0,0.0,0,0,0,0,0,
3 ANO,MATEMÁTICA,3EF12_M,"Interpretar movimentação de pessoas, animais ou objetos no espaço, considerando mais de um ponto de referência e noções de orientação, indicando sua posição após finalizada a movimentação.",3,H 11,CAUCAIA,4425.0,0.0,0,0,0,0,0,
3 ANO,MATEMÁTICA,3EF12_M,"Interpretar movimentação de pessoas, animais ou objetos no espaço, considerando mais de um ponto de referência e noções de orientação, indicando sua posição após finalizada a movimentação.",3,H 11,EUSEBIO,1131.0,1059.0,94,18,24,58,74,64.0
3 ANO,MATEMÁTICA,3EF12_M,"Interpretar movimentação de pessoas, animais ou objetos no espaço, considerando mais de um ponto de referência e noções de orientação, indicando sua posição após finalizada a movimentação.",3,H 11,GUAIUBA,312.0,264.0,85,28,28,44,66,62.0
3 ANO,MATEMÁTICA,3EF12_M,"Interpretar movimentação de pessoas, animais ou objetos no espaço, considerando mais de um ponto de referência e noções de orientação, indicando sua posição após finalizada a movimentação.",3,H 11,ITAITINGA,850.0,725.0,85,31,34,35,64,55.0
3 ANO,MATEMÁTICA,3EF12_M,"Interpretar movimentação de pessoas, animais ou objetos no espaço, considerando mais de um ponto de referência e noções de orientação, indicando sua posição após finalizada a movimentação.",3,H 11,MARACANAU,3215.0,2641.0,82,36,32,31,60,52.0
3 ANO,MATEMÁTICA,3EF12_M,"Interpretar movimentação de pessoas, animais ou objetos no espaço, considerando mais de um ponto de referência e noções de orientação, indicando sua posição após finalizada a movimentação.",3,H 11,MARANGUAPE,1237.0,1100.0,89,29,32,39,65,51.0
3 ANO,MATEMÁTICA,3EF12_M,"Interpretar movimentação de pessoas, animais ou objetos no espaço, considerando mais de um ponto de referência e noções de orientação, indicando sua posição após finalizada a movimentação.",3,H 11,PACATUBA,1006.0,900.0,89,30,29,40,65,56.0
3 ANO,MATEMÁTICA,3EF13_M,"Reconhecer figura geométrica espacial (cone, cilindro, esfera, cubo, bloco retangular ou pirâmide).",3,H 12,AQUIRAZ,1358.0,0.0,0,0,0,0,0,
3 ANO,MATEMÁTICA,3EF13_M,"Reconhecer figura geométrica espacial (cone, cilindro, esfera, cubo, bloco retangular ou pirâmide).",3,H 12,CAUCAIA,4425.0,0.0,0,0,0,0,0,
3 ANO,MATEMÁTICA,3EF13_M,"Reconhecer figura geométrica espacial (cone, cilindro, esfera, cubo, bloco retangular ou pirâmide).",3,H 12,EUSEBIO,1131.0,1059.0,94,18,24,58,74,90.0
3 ANO,MATEMÁTICA,3EF13_M,"Reconhecer figura geométrica espacial (cone, cilindro, esfera, cubo, bloco retangular ou pirâmide).",3,H 12,GUAIUBA,312.0,264.0,85,28,28,44,66,81.0
3 ANO,MATEMÁTICA,3EF13_M,"Reconhecer figura geométrica espacial (cone, cilindro, esfera, cubo, bloco retangular ou pirâmide).",3,H 12,ITAITINGA,850.0,725.0,85,31,34,35,64,82.0
3 ANO,MATEMÁTICA,3EF13_M,"Reconhecer figura geométrica espacial (cone, cilindro, esfera, cubo, bloco retangular ou pirâmide).",3,H 12,MARACANAU,3215.0,2641.0,82,36,32,31,60,77.0
3 ANO,MATEMÁTICA,3EF13_M,"Reconhecer figura geométrica espacial (cone, cilindro, esfera, cubo, bloco retangular ou pirâmide).",3,H 12,MARANGUAPE,1237.0,1100.0,89,29,32,39,65,76.0
3 ANO,MATEMÁTICA,3EF13_M,"Reconhecer figura geométrica espacial (cone, cilindro, esfera, cubo, bloco retangular ou pirâmide).",3,H 12,PACATUBA,1006.0,900.0,89,30,29,40,65,85.0
3 ANO,MATEMÁTICA,3EF14_M,"Reconhecer figuras geométricas planas (triângulo, quadrado, retângulo, trapézio ou paralelogramo) desenhadas em diferentes disposições.",3,H 13,AQUIRAZ,1358.0,0.0,0,0,0,0,0,
