ANO;CAMPOS DE ATUAÇÃO;PRÁTICAS DE LINGUAGEM;OBJETOS DE CONHECIMENTO;OBJETOS ESPECÍFICOS;HABILIDADES;RELAÇÃO DENTRO DO PRÓPRIO COMPONENTE;RELAÇÃO ENTRE COMPONENTES;COMPETÊNCIAS ESPECÍFICAS
6º, 7º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/ semiótica;Coesão;Utilização, ao produzir texto, de recursos de coesão referencial (léxica e pronominal) e sequencial e de outros recursos expressivos adequados ao gênero textual.;(EF67LP36) Utilizar, ao produzir texto, recursos de coesão referen- cial (léxica e pronominal) e sequen- cial e outros recursos expressivos adequados ao gênero textual.;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares) e de se envolver com maior autonomia e protagonismo na vida social.
6º, 7º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/ semiótica;Sequências textuais;Análise, em diferentes textos, dos efeitos de sentido decorrentes do uso de recursos linguístico-discursivos de prescrição, causalidade, sequências descritivas e expositivas e ordenação de eventos.;(EF67LP37) Analisar, em diferen- tes textos, os efeitos de sentido decorrentes do uso de recursos linguístico-discursivos de pres- crição, causalidade, sequências descritivas e expositivas e ordena- ção de eventos.;;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação da vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada, de construir conhecimentos (inclusive escolares) e protago- nismo na vida social.
6º, 7º;TODOS OS CAMPOS DE ATUAÇÃO;Análise linguísti- ca/ semiótica;Figuras de linguagem;Análise dos efeitos de sentido do uso de figuras de linguagem, como comparação, metáfora, metonímia, personificação, hipérbole, dentre outras.;"(EF67LP38) Analisar os efeitos de sentido do uso de figuras de linguagem, como comparação,
metáfora, metonímia, personifica- ção, hipérbole, dentre outras.";;;Apropriar-se da linguagem escrita, reco- nhecendo-a como forma de interação nos diferentes campos de atuação na vida social e utilizando-a para ampliar suas possibilidades de participar da cultura letrada de construir conhecimentos (inclusive escolares) e protago- nismo na vida social.
"6º; 7º; 8º; 9º";CAMPO JORNALÍSTICO/ MIDIÁTICO;Leitura;"Apreciação e réplica Relação entre
gêneros e mídias";Diferenciação entre liberdade de expressão e discurso de ódio, posicio- nando-se contrariamente a esse tipo de discurso e vislumbrando possibili- dades de denúncia quando for o caso.;"(EF69LP01) Diferenciar liberdade de expressão de discursos de ódio, posicionando-se contrariamente
a esse tipo de discurso e vislum- brando possibilidades de denúncia quando for o caso.";;(EF06ER05);Reconhecer o texto como lugar de manifes- tação e negociação de sentidos, valores e ideologias.
"6º; 7º; 8º; 9º";CAMPO JORNALÍSTICO/ MIDIÁTICO;Leitura;"Apreciação e réplica Relação entre
gêneros e mídias";"Análise e comparação de peças pu- blicitárias variadas (cartazes, folhetos, outdoor, anúncios e propagandas
em diferentes mídias, spots, jingle, vídeos etc.), de forma a perceber a articulação entre elas em campanhas, as especificidades das várias semioses e mídias, a adequação dessas peças ao público-alvo, aos objetivos do anunciante e/ou da campanha e à construção composicional e estilo dos gêneros em questão, como forma
de ampliar suas possibilidades de compreensão (e produção) de textos pertencentes a esses gêneros.";"(EF69LP02) Analisar e comparar peças publicitárias variadas (carta- zes, folhetos, outdoor, anúncios e propagandas em diferentes mídias, spots, jingle, vídeos etc.), de forma a perceber a articulação entre elas em campanhas, as especificidades das várias semioses e mídias,
a adequação dessas peças ao público-alvo, aos objetivos do anunciante e/ou da campanha e à construção composicional e estilo dos gêneros em questão, como forma de ampliar suas possibilida- des de compreensão (e produção) de textos pertencentes a esses gêneros.";;(EF06LI20) (EF06LI21) (EF06LI23);Reconhecer o texto como lugar de manifes- tação e negociação de sentidos, valores e ideologias.
"6º; 7º; 8º; 9º";CAMPO JORNALÍSTICO/ MIDIÁTICO;Leitura;Estratégia de leitura: apreender os sentidos globais do texto;"Identificação, em notícias, do fato central, suas principais circunstâncias e eventuais decorrências; em repor- tagens e fotorreportagens o fato ou  a temática retratada e a perspectiva de abordagem, em entrevistas os
principais temas/subtemas abordados, explicações dadas ou teses defendidas em relação a esses subtemas; em tirinhas, memes, charge, a crítica, ironia ou humor presente.";"(EF69LP03) Identificar, em notícias, o fato central, suas principais circunstâncias e eventuais decorrências; em reportagens
e fotorreportagens, o fato ou a temática retratada e a perspectiva de abordagem; em entrevistas, os principais temas/subtemas abor- dados, explicações dadas ou teses defendidas em relação a esses subtemas; em tirinhas, memes, charge, a crítica, ironia ou humor presente.";;;Reconhecer o texto como lugar de manifes- tação e negociação de sentidos, valores e ideologias.
"6º; 7º; 8º; 9º";CAMPO JORNALÍSTICO/ MIDIÁTICO;Leitura;Efeitos de sentido;"Identificação e análise dos efeitos de sentido que fortalecem a persuasão nos textos publicitários, relacionando as estratégias de persuasão e apelo ao consumo com os recursos linguístico-
-discursivos utilizados, como imagens, tempo verbal, jogos de palavras, figuras de linguagem etc., com vistas a fomentar práticas de consumo conscientes.";"(EF69LP04) Identificar e analisar os efeitos de sentido que fortalecem a persuasão nos textos publicitários, relacionando as estratégias de per- suasão e apelo ao consumo com
os recursos linguístico-discursivos utilizados, como imagens, tempo verbal, jogos de palavras, figuras de linguagem etc., com vistas a fomentar práticas de consumo conscientes.";;;Reconhecer o texto como lugar de manifes- tação e negociação de sentidos, valores e ideologias.
"6º; 7º; 8º; 9º";CAMPO JORNALÍSTICO/ MIDIÁTICO;Leitura;Efeitos de sentido;Inferência e justificativa, em textos multissemióticos – tirinhas, charges, memes, gifs etc. –, do efeito de humor, ironia e/ou crítica pelo uso ambíguo de palavras, expressões ou imagens ambíguas, de clichês, de recursos iconográficos, de pontuação etc.;(EF69LP05) Inferir e justificar, em textos multissemióticos – tirinhas, charges, memes, gifs etc. –, o efeito de humor, ironia e/ou crítica pelo uso ambíguo de palavras, expressões ou imagens ambíguas, de clichês, de recursos iconográfi- cos, de pontuação etc.;;;Ler, escutar e produzir textos orais, escritos e multissemióticos que circulam em diferentes campos de atuação e mídias, com compreen- são, fluência, autonomia e criticidade de modo a se expressar e partilhar informações, experiências, ideias e sentimentos e continuar aprendendo.
"6º; 7º; 8º; 9º";CAMPO JORNALÍSTICO/ MIDIÁTICO;Produção de textos;"Relação do texto com o contexto de produção e
experimentação de papéis sociais";"Produção e divulgação de notícias, fotodenúncias, fotorreportagens, reportagens, reportagens multimidiá- ticas, infográficos, podcasts noticiosos, entrevistas, cartas de leitor, comentá- rios, artigos de opinião de interesse local ou global, textos de apresen- tação e apreciação de produção cultural – resenhas e outros próprios das formas de expressão das culturas juvenis, tais como vlogs e podcasts culturais, gameplay, detonado etc.– e de cartazes, anúncios, propagandas, spots, jingles de campanhas sociais, dentre outros em várias mídias, vivenciando de forma significativa o papel de repórter, de comentador,
de analista, de crítico, de editor ou articulista, de booktuber, de vlogger (vlogueiro) etc., como forma de compreender as condições de produ- ção que envolvem a circulação desses textos e poder participar e vislumbrar possibilidades de participação nas práticas de linguagem do campo jornalístico e do campo midiático de forma ética e responsável, levando-se em consideração o contexto da Web 2.0, que amplia a possibilidade de circulação desses textos e “funde” os papéis de leitor e autor, de consumi- dor e produtor.";"(EF69LP06) Produzir e publicar notícias, fotodenúncias, fotorrepor- tagens, reportagens, reportagens multimidiáticas, infográficos, podcasts noticiosos, entrevistas, cartas de leitor, comentários, arti- gos de opinião de interesse local ou global, textos de apresentação  e apreciação de produção cultural – resenhas e outros próprios das formas de expressão das culturas juvenis, tais como vlogs e podcasts
culturais, gameplay, detonado etc.– e cartazes, anúncios, propagandas, spots, jingles de campanhas sociais, dentre outros em várias mídias, vivenciando de forma significativa o papel de repórter,
de comentador, de analista, de crítico, de editor ou articulista, de booktuber, de vlogger (vlogueiro) etc., como forma de compreender as condições de produção que envolvem a circulação desses textos e poder participar e vislumbrar possibilidades de participação nas práticas de linguagem do campo jornalístico e do campo midiático de forma ética e responsável, levando-se em consideração o contexto da Web 2.0, que amplia a possibilidade de circulação desses textos e “funde” os papéis de leitor e autor, de consumidor e produtor.";;(EF06GE03);"Mobilizar práticas da cultura digital, diferentes linguagens, mídias e ferramentas digitais
para expandir as formas de produzir sentidos (nos processos de compreensão e produção), aprender e refletir sobre o mundo e realizar diferentes projetos autorais."
"6º; 7º; 8º; 9º";CAMPO JORNALÍSTICO/ MIDIÁTICO;Produção de textos;Textualização;"Produção de textos em diferentes gêneros, considerando sua adequação ao contexto produção e circulação
— os enunciadores envolvidos, os objetivos, o gênero, o suporte, a circulação -, ao modo (escrito ou oral; imagem estática ou em movimento etc.), à variedade linguística e/ou semiótica apropriada a esse contexto, à construção da textualidade rela- cionada às propriedades textuais e  do gênero), utilizando estratégias de planejamento, elaboração, revisão, edição, reescrita/redesign e avaliação de textos, para, com a ajuda do
professor e a colaboração dos colegas, corrigir e aprimorar as produções realizadas, fazendo cortes, acréscimos, reformulações, correções de concor- dância, ortografia, pontuação em textos e editando imagens, arquivos sonoros, fazendo cortes, acréscimos, ajustes, acrescentando/ alterando efeitos, ordenamentos etc.";"(EF69LP07) Produzir textos em diferentes gêneros, considerando sua adequação ao contexto de produção e circulação – os enun- ciadores envolvidos, os objetivos,  o gênero, o suporte, a circulação -, ao modo (escrito ou oral; imagem estática ou em movimento etc.), à variedade linguística e/ou semió- tica apropriada a esse contexto, à construção da textualidade rela- cionada às propriedades textuais e do gênero), utilizando estratégias de planejamento, elaboração, revisão, edição, reescrita/redesign e avaliação de textos, para, com a ajuda do professor e a colaboração dos colegas, corrigir e aprimorar as produções realizadas, fazendo cortes, acréscimos, reformulações, correções de concordância, orto- grafia, pontuação em textos e edi- tando imagens, arquivos sonoros,
fazendo cortes, acréscimos, ajustes, acrescentando/ alterando efeitos, ordenamentos etc.";;;Ler, escutar e produzir textos orais, escritos e multissemióticos que circulam em diferentes campos de atuação e mídias, com compreen- são, fluência, autonomia e criticidade de modo a se expressar e partilhar informações, experiências, ideias e sentimentos e continuar aprendendo.
