Etapa,Componente Curricular,Descritor,Descrição da Habilidade ,Ciclos,Habilidades
5 ANO,MATEMÁTICA,3EF04_M,Identificar o valor posicional de um algarismo em um número natural formado por até quatro algarismos.,3,
5 ANO,MATEMÁTICA,3EF07_M,"Utilizar a operação de adição entre números naturais, formados por até quatro algarismos, envolvendo o significado de juntar ou de acrescentar, na resolução de problema.",3,
5 ANO,MATEMÁTICA,3EF14_M,"Reconhecer figuras geométricas planas (triângulo, quadrado, retângulo, trapézio ou paralelogramo) desenhadas em diferentes disposições.",3,
5 ANO,MATEMÁTICA,3EF17_M,Interpretar dados estatísticos dispostos em tabelas de dupla entrada.,3,
5 ANO,MATEMÁTICA,4EF07_M,"Utilizar a operação de multiplicação entre números naturais, formados por até quatro algarismos, envolvendo o significado de adição de parcelas iguais, de organização retangular ou de proporcionali...",3,
5 ANO,MATEMÁTICA,4EF09_M,"Utilizar a operação de divisão de um número natural, formado por até quatro algarismos, por outro, formado por até dois algarismos, envolvendo o significado de repartição equitativa ou de medida, n...",3,
5 ANO,MATEMÁTICA,4EF11_M,"Medir área de figuras planas, desenhadas em malha quadriculada, cujos lados se posicionam sobre linhas de grade da malha.",3,
5 ANO,MATEMÁTICA,5EF01_M,"Comparar números racionais positivos, em representação fracionária com denominadores iguais, indicando o menor, o maior, a ordenação crescente ou a decrescente deles.",3,
5 ANO,MATEMÁTICA,5EF02_M,Representar fração associada ao significado de parte de um todo.,3,
5 ANO,MATEMÁTICA,5EF03_M,"Identificar objeto ou sua localização em representação no plano, referenciada por linhas e colunas.",3,
5 ANO,MATEMÁTICA,5EF04_M,"Corresponder figuras geométricas espaciais (cilindro, cone, prisma ou pirâmide) à uma de suas planificações.",3,
5 ANO,MATEMÁTICA,5EF05_M,"Reconhecer polígonos em relação à quantidade de lados, vértices ou ângulos.",3,
5 ANO,MATEMÁTICA,5EF06_M,"Converter unidades de medida padronizadas mais usuais das grandezas comprimento, massa, tempo ou capacidade.",3,
5 ANO,MATEMÁTICA,5EF07_M,"Interpretar dados estatísticos dispostos em gráficos de colunas agrupadas, de barras agrupadas ou de linhas.",3,
5 ANO,MATEMÁTICA,3EF07_M,"Utilizar a operação de adição entre números naturais, formados por até quatro algarismos, envolvendo o significado de juntar ou de acrescentar, na resolução de problema.",3,
5 ANO,MATEMÁTICA,3EF09_M,"Utilizar a operação de subtração entre números naturais, formados por até quatro algarismos, envolvendo o significado de separar, de retirar, de comparar ou de completar, na resolução de problema.",3,
5 ANO,MATEMÁTICA,4EF01_M,"Comparar números naturais formados por até cinco algarismos, indicando o menor, o maior, a ordenação crescente ou a decrescente deles.",3,
5 ANO,MATEMÁTICA,4EF02_M,Corresponder composições a decomposições de números naturais formados por até cinco algarismos.,3,
5 ANO,MATEMÁTICA,4EF03_M,"Identificar a ordem ocupada por um algarismo ou o algarismo que ocupa uma determinada ordem, em um número natural formado por até cinco algarismos.",3,
5 ANO,MATEMÁTICA,4EF04_M,Identificar o valor posicional de um algarismo em um número natural formado por até cinco algarismos.,3,
5 ANO,MATEMÁTICA,4EF07_M,"Utilizar a operação de multiplicação entre números naturais, formados por até quatro algarismos, envolvendo o significado de adição de parcelas iguais, de organização retangular ou de proporcionali...",3,
5 ANO,MATEMÁTICA,4EF09_M,"Utilizar a operação de divisão de um número natural, formado por até quatro algarismos, por outro, formado por até dois algarismos, envolvendo o significado de repartição equitativa ou de medida, n...",3,
5 ANO,MATEMÁTICA,4EF11_M,"Medir área de figuras planas, desenhadas em malha quadriculada, cujos lados se posicionam sobre linhas de grade da malha.",3,
5 ANO,MATEMÁTICA,4EF12_M,"Utilizar valores do sistema monetário brasileiro em situações do cotidiano, na resolução de problema.",3,
5 ANO,MATEMÁTICA,5EF02_M,Representar fração associada ao significado de parte de um todo.,3,
5 ANO,MATEMÁTICA,5EF04_M,"Corresponder figuras geométricas espaciais (cilindro, cone, prisma ou pirâmide) à uma de suas planificações.",3,
5 ANO,MATEMÁTICA,5EF05_M,"Reconhecer polígonos em relação à quantidade de lados, vértices ou ângulos.",3,
5 ANO,MATEMÁTICA,5EF06_M,"Converter unidades de medida padronizadas mais usuais das grandezas comprimento, massa, tempo ou capacidade.",3,
5 ANO,MATEMÁTICA,5EF07_M,"Interpretar dados estatísticos dispostos em gráficos de colunas agrupadas, de barras agrupadas ou de linhas.",3,
5 ANO,MATEMÁTICA,3EF04_M,Identificar o valor posicional de um algarismo em um número natural formado por até quatro algarismos.,3,H 01
5 ANO,MATEMÁTICA,3EF07_M,"Utilizar a operação de adição entre números naturais, formados por até quatro algarismos, envolvendo o significado de juntar ou de acrescentar, na resolução de problema.",3,H 02
5 ANO,MATEMÁTICA,3EF14_M,"Reconhecer figuras geométricas planas (triângulo, quadrado, retângulo, trapézio ou paralelogramo) desenhadas em diferentes disposições.",3,H 03
5 ANO,MATEMÁTICA,3EF17_M,Interpretar dados estatísticos dispostos em tabelas de dupla entrada.,3,H 04
5 ANO,MATEMÁTICA,4EF07_M,"Utilizar a operação de multiplicação entre números naturais, formados por até quatro algarismos, envolvendo o significado de adição de parcelas iguais, de organização retangular ou de proporcionali...",3,H 05
5 ANO,MATEMÁTICA,4EF09_M,"Utilizar a operação de divisão de um número natural, formado por até quatro algarismos, por outro, formado por até dois algarismos, envolvendo o significado de repartição equitativa ou de medida, n...",3,H 06
5 ANO,MATEMÁTICA,4EF11_M,"Medir área de figuras planas, desenhadas em malha quadriculada, cujos lados se posicionam sobre linhas de grade da malha.",3,H 07
5 ANO,MATEMÁTICA,5EF01_M,"Comparar números racionais positivos, em representação fracionária com denominadores iguais, indicando o menor, o maior, a ordenação crescente ou a decrescente deles.",3,H 08
5 ANO,MATEMÁTICA,5EF02_M,Representar fração associada ao significado de parte de um todo.,3,H 09
5 ANO,MATEMÁTICA,5EF03_M,"Identificar objeto ou sua localização em representação no plano, referenciada por linhas e colunas.",3,H 10
5 ANO,MATEMÁTICA,5EF04_M,"Corresponder figuras geométricas espaciais (cilindro, cone, prisma ou pirâmide) à uma de suas planificações.",3,H 11
5 ANO,MATEMÁTICA,5EF05_M,"Reconhecer polígonos em relação à quantidade de lados, vértices ou ângulos.",3,H 12
5 ANO,MATEMÁTICA,5EF06_M,"Converter unidades de medida padronizadas mais usuais das grandezas comprimento, massa, tempo ou capacidade.",3,H 13
5 ANO,MATEMÁTICA,5EF07_M,"Interpretar dados estatísticos dispostos em gráficos de colunas agrupadas, de barras agrupadas ou de linhas.",3,H 14
